Id; intervalset
2207;3400
3149;3401
3196;3402
3162;3403
3151;3404
3154;3405
3186;3406
3158;3407
2939;3408
1439;3409
1440;3410
1441;3411
2143;3412
2140;3413
3169;3414
3173;3415
3175;3416
3191;3417
3178;3418
3184;3419
3187;3420
3188;3421
2141;3422
1442;3423
3170;3424
2142;3425
1443;3426
3183;3427
3171;3428
3194;3429
3164;3430
3228;3431
3190;3432
3243;3433
2208;3434
1444;3435
2144;3436
3176;3437
2214;3438
3198;3439
1445;3440
3177;3441
3199;3442
2145;3443
3208;3444
3197;3445
3200;3446
3201;3447
3203;3448
3209;3449
3219;3450
3213;3451
3220;3452
3221;3453
3214;3454
3216;3455
3207;3456
3224;3457
3222;3458
3234;3459
3168;3460
3189;3461
1446;3462
2213;3463
2209;3464
1449;3465
3225;3466
2210;3467
1448;3468
1450;3469
1451;3470
3204;3471
1452;3472
2211;3473
1453;3474
1464;3475
3317;3476
3261;3477
1465;3478
1481;3479
1454;3480
2146;3481
3226;3482
3313;3483
3304;3484
3322;3485
3278;3486
3272;3487
3269;3488
3320;3489
3384;3490
3229;3491
3257;3492
2147;3493
3218;3494
1455;3495
3255;3496
3244;3497
3334;3498
3393;3499
