Id; intervalset
1527;600
1529;601
1678;602
359;603
360;604
1549;605
1535;606
1532;607
361;608
1538;609
1555;610
1521;611
1533;612
1540;613
1539;614
362;615
1566;616
1558;617
1571;618
1564;619
1553;620
1552;621
1606;622
1551;623
1567;624
1594;625
1650;626
1622;627
1609;628
1649;629
1623;630
1557;631
1536;632
1511;633
1610;634
1512;635
1513;636
1514;637
1515;638
1516;639
1517;640
1518;641
1520;642
1548;643
1534;644
1568;645
1590;646
1545;647
1544;648
363;649
496;650
627;651
620;652
1126;653
960;654
435;655
1559;656
1563;657
1574;658
1604;659
1542;660
1585;661
1554;662
1556;663
1561;664
364;665
1560;666
1565;667
1575;668
1569;669
1570;670
1573;671
1578;672
1576;673
1579;674
1583;675
1592;676
1577;677
1580;678
1613;679
1615;680
349;681
1812;682
1808;683
380;684
509;685
559;686
1786;687
1776;688
1767;689
1764;690
1763;691
1760;692
1750;693
1746;694
1789;695
1743;696
1742;697
1744;698
1747;699
