Id; intervalset
1083;2200
1086;2201
1095;2202
1089;2203
1023;2204
1341;2205
1053;2206
1101;2207
1074;2208
1162;2209
1198;2210
1079;2211
1269;2212
1172;2213
1193;2214
1190;2215
1204;2216
1288;2217
1183;2218
927;2219
1030;2220
1050;2221
1071;2222
1152;2223
1277;2224
351;2225
2786;2226
2910;2227
2754;2228
2711;2229
2612;2230
2575;2231
2519;2232
2492;2233
2494;2234
2485;2235
2447;2236
355;2237
358;2238
2424;2239
2421;2240
2419;2241
2411;2242
2406;2243
354;2244
356;2245
353;2246
2374;2247
2481;2248
2368;2249
2357;2250
2345;2251
2425;2252
2596;2253
2344;2254
2384;2255
2598;2256
2615;2257
2663;2258
2682;2259
1507;2260
2310;2261
2341;2262
2175;2263
2377;2264
2657;2265
2097;2266
2308;2267
2307;2268
2462;2269
2489;2270
2667;2271
2708;2272
2709;2273
2299;2274
2295;2275
2292;2276
2320;2277
2290;2278
2289;2279
2240;2280
1506;2281
2279;2282
2380;2283
2286;2284
2275;2285
2276;2286
2274;2287
2271;2288
2361;2289
2580;2290
2265;2291
2262;2292
2460;2293
2272;2294
2254;2295
2264;2296
2280;2297
2253;2298
2298;2299
