Id; intervalset
2827;2600
2824;2601
2060;2602
2061;2603
2359;2604
2372;2605
2115;2606
2116;2607
2063;2608
2412;2609
2461;2610
2497;2611
2634;2612
2524;2613
2491;2614
2234;2615
2520;2616
2444;2617
2561;2618
2454;2619
2066;2620
2582;2621
2557;2622
2574;2623
2496;2624
2546;2625
2542;2626
2526;2627
2565;2628
2439;2629
2463;2630
2473;2631
2559;2632
2705;2633
2508;2634
2562;2635
2679;2636
2551;2637
2117;2638
2586;2639
2541;2640
2554;2641
2535;2642
2512;2643
2576;2644
2699;2645
2564;2646
2235;2647
2823;2648
2607;2649
2095;2650
2181;2651
2385;2652
2608;2653
2503;2654
2547;2655
2717;2656
2518;2657
2751;2658
2522;2659
2632;2660
2514;2661
2177;2662
2187;2663
2513;2664
2532;2665
2585;2666
2635;2667
2678;2668
2529;2669
2517;2670
2523;2671
2527;2672
2521;2673
2538;2674
2536;2675
2544;2676
2537;2677
2552;2678
2539;2679
2566;2680
2550;2681
2569;2682
2567;2683
2545;2684
2560;2685
2573;2686
2570;2687
2579;2688
2577;2689
2620;2690
2597;2691
2624;2692
2599;2693
2614;2694
2595;2695
2728;2696
2583;2697
2590;2698
2605;2699
