Id; intervalset
1294;3900
1317;3901
1298;3902
1295;3903
1308;3904
1301;3905
1312;3906
1318;3907
1320;3908
1368;3909
1352;3910
1366;3911
1370;3912
1382;3913
1395;3914
1367;3915
1362;3916
1336;3917
1311;3918
1324;3919
1394;3920
1371;3921
1327;3922
1353;3923
1385;3924
1346;3925
1334;3926
1328;3927
1330;3928
1349;3929
1364;3930
1373;3931
1383;3932
1387;3933
1396;3934
1376;3935
1723;3936
1787;3937
1737;3938
1819;3939
1815;3940
1817;3941
1709;3942
1701;3943
1703;3944
1713;3945
202;3946
123;3947
142;3948
170;3949
260;3950
250;3951
186;3952
221;3953
176;3954
169;3955
185;3956
188;3957
208;3958
161;3959
213;3960
199;3961
288;3962
231;3963
212;3964
200;3965
274;3966
224;3967
236;3968
257;3969
258;3970
203;3971
270;3972
211;3973
223;3974
246;3975
222;3976
240;3977
238;3978
158;3979
317;3980
248;3981
242;3982
249;3983
254;3984
299;3985
300;3986
266;3987
302;3988
330;3989
232;3990
239;3991
295;3992
252;3993
261;3994
268;3995
265;3996
271;3997
318;3998
298;3999
