Id; intervalset
3456;3800
3457;3801
3461;3802
3467;3803
3472;3804
3477;3805
3462;3806
3478;3807
2226;3808
1497;3809
2173;3810
1504;3811
1501;3812
1503;3813
1130;3814
1145;3815
1138;3816
1148;3817
1155;3818
1161;3819
1173;3820
1230;3821
1315;3822
1255;3823
1389;3824
1361;3825
1391;3826
1263;3827
1195;3828
1170;3829
1151;3830
1154;3831
1219;3832
1139;3833
1169;3834
1185;3835
1174;3836
1192;3837
1197;3838
1199;3839
1306;3840
1220;3841
1207;3842
1290;3843
1282;3844
1339;3845
1202;3846
1208;3847
1206;3848
1215;3849
1260;3850
1238;3851
1254;3852
1221;3853
1239;3854
1209;3855
1222;3856
1226;3857
1231;3858
1265;3859
1302;3860
1343;3861
1393;3862
1235;3863
1329;3864
1363;3865
1338;3866
1274;3867
1256;3868
1237;3869
1242;3870
1246;3871
1314;3872
1316;3873
1386;3874
1299;3875
1292;3876
1303;3877
1250;3878
1267;3879
1264;3880
1307;3881
1390;3882
1253;3883
1345;3884
1280;3885
1259;3886
1257;3887
1276;3888
1278;3889
1281;3890
1284;3891
1285;3892
1321;3893
1337;3894
1304;3895
1331;3896
1289;3897
1348;3898
1296;3899
