Id; intervalset
1748;700
1758;701
1755;702
1759;703
1768;704
1780;705
1779;706
1782;707
1735;708
1740;709
1741;710
1582;711
1729;712
1724;713
1584;714
1508;715
1509;716
1698;717
350;718
1510;719
1588;720
1627;721
1597;722
1587;723
1581;724
1749;725
1745;726
1752;727
1751;728
1753;729
1757;730
1756;731
1761;732
1765;733
1762;734
1629;735
1589;736
1611;737
1621;738
1596;739
1630;740
1636;741
1607;742
1598;743
1519;744
1591;745
1614;746
1624;747
1637;748
1655;749
1659;750
1666;751
1667;752
1697;753
1700;754
1593;755
1784;756
1788;757
1790;758
1631;759
1595;760
1612;761
1618;762
1680;763
1715;764
1608;765
1625;766
1602;767
1600;768
1605;769
1633;770
1687;771
1601;772
1616;773
1617;774
1620;775
1626;776
1619;777
365;778
1641;779
1642;780
1652;781
1639;782
1635;783
1634;784
1654;785
1714;786
1708;787
1671;788
1677;789
1640;790
1628;791
1632;792
366;793
941;794
374;795
719;796
508;797
1769;798
1801;799
