Id; intervalset
2943;3200
3089;3201
3092;3202
2948;3203
3000;3204
2942;3205
2946;3206
2952;3207
2956;3208
2953;3209
2947;3210
2959;3211
1401;3212
2973;3213
2972;3214
2195;3215
2198;3216
2129;3217
1416;3218
1419;3219
1417;3220
1418;3221
2130;3222
3064;3223
3069;3224
3100;3225
3081;3226
3060;3227
3049;3228
2200;3229
2131;3230
3042;3231
2132;3232
1420;3233
1421;3234
1422;3235
2201;3236
1423;3237
3074;3238
3055;3239
1424;3240
3128;3241
2202;3242
3086;3243
2133;3244
3148;3245
1425;3246
1426;3247
2134;3248
3051;3249
3053;3250
3054;3251
3057;3252
3058;3253
3065;3254
3062;3255
3109;3256
3192;3257
3063;3258
3066;3259
3076;3260
3068;3261
3071;3262
3073;3263
3079;3264
3080;3265
3084;3266
3091;3267
3085;3268
3087;3269
3094;3270
3090;3271
3095;3272
3096;3273
3097;3274
3102;3275
3101;3276
3103;3277
3104;3278
3106;3279
3119;3280
3110;3281
3112;3282
3120;3283
3125;3284
3130;3285
3133;3286
3135;3287
3141;3288
3136;3289
3142;3290
3146;3291
3152;3292
3153;3293
3037;3294
3114;3295
3061;3296
3067;3297
3083;3298
3163;3299
