Id; intervalset
2390;2300
2252;2301
2337;2302
2278;2303
2282;2304
2442;2305
2399;2306
2250;2307
2670;2308
2302;2309
2249;2310
2270;2311
2331;2312
2387;2313
2433;2314
2309;2315
2248;2316
2247;2317
2360;2318
2528;2319
2288;2320
2300;2321
2291;2322
2257;2323
2266;2324
2281;2325
2246;2326
2319;2327
2255;2328
2251;2329
2260;2330
2259;2331
2261;2332
2258;2333
2318;2334
2277;2335
2263;2336
2269;2337
2304;2338
2283;2339
2273;2340
2294;2341
2284;2342
2245;2343
2306;2344
2301;2345
2459;2346
2312;2347
2367;2348
2314;2349
2336;2350
2316;2351
2363;2352
2287;2353
2378;2354
2322;2355
2323;2356
2326;2357
2642;2358
2772;2359
2879;2360
2658;2361
2676;2362
2789;2363
2727;2364
2743;2365
2864;2366
2339;2367
2358;2368
2415;2369
2376;2370
2402;2371
2332;2372
2328;2373
2449;2374
2343;2375
2327;2376
2329;2377
2334;2378
2346;2379
2446;2380
2414;2381
2351;2382
2355;2383
2400;2384
2369;2385
2382;2386
2392;2387
2379;2388
2388;2389
2913;2390
2375;2391
2418;2392
2403;2393
2430;2394
2435;2395
2426;2396
2436;2397
2437;2398
2428;2399
