Id; intervalset
1377;2500
1076;2501
1094;2502
1096;2503
1359;2504
1098;2505
1105;2506
1099;2507
1106;2508
1132;2509
1266;2510
1354;2511
1268;2512
1372;2513
1279;2514
1271;2515
1358;2516
1335;2517
1342;2518
1369;2519
1297;2520
1305;2521
1344;2522
1347;2523
1384;2524
1357;2525
1388;2526
1309;2527
1270;2528
1313;2529
1333;2530
1356;2531
1378;2532
1379;2533
1392;2534
1103;2535
1100;2536
1107;2537
1123;2538
1109;2539
1108;2540
1125;2541
1156;2542
1164;2543
1332;2544
1211;2545
2317;2546
2407;2547
2342;2548
2455;2549
2396;2550
2429;2551
2477;2552
2354;2553
2410;2554
2333;2555
2356;2556
2100;2557
2493;2558
2101;2559
2401;2560
2453;2561
2404;2562
2391;2563
2691;2564
2432;2565
2638;2566
2408;2567
2441;2568
2434;2569
2362;2570
2393;2571
2398;2572
2413;2573
2438;2574
2417;2575
2364;2576
2397;2577
2427;2578
2593;2579
2553;2580
2099;2581
2531;2582
2507;2583
2495;2584
2549;2585
2405;2586
2511;2587
2422;2588
2482;2589
2480;2590
2499;2591
2458;2592
2450;2593
2516;2594
2533;2595
2525;2596
2555;2597
2800;2598
2822;2599
