Id; intervalset
3193;3300
3121;3301
3093;3302
3113;3303
1428;3304
1403;3305
2981;3306
1404;3307
2990;3308
1405;3309
3077;3310
3166;3311
3098;3312
3215;3313
3356;3314
3388;3315
3140;3316
3099;3317
1406;3318
1407;3319
3005;3320
1408;3321
3006;3322
1409;3323
3011;3324
3008;3325
3013;3326
1410;3327
3015;3328
1412;3329
3012;3330
1413;3331
3010;3332
3022;3333
3046;3334
3020;3335
3038;3336
1414;3337
3075;3338
1415;3339
2191;3340
1429;3341
2136;3342
1431;3343
3150;3344
3155;3345
3157;3346
3159;3347
3165;3348
3127;3349
3105;3350
3145;3351
1427;3352
1436;3353
3107;3354
3134;3355
3108;3356
3138;3357
3131;3358
3118;3359
3126;3360
3116;3361
3174;3362
3182;3363
3111;3364
3180;3365
3206;3366
3227;3367
3167;3368
3202;3369
3254;3370
3172;3371
1430;3372
2206;3373
1432;3374
1433;3375
2204;3376
2203;3377
2137;3378
1434;3379
3115;3380
1437;3381
3137;3382
3143;3383
3212;3384
1463;3385
1447;3386
1456;3387
3246;3388
2135;3389
3117;3390
2138;3391
2938;3392
3160;3393
3161;3394
2205;3395
1435;3396
2139;3397
1438;3398
3181;3399
