Id; intervalset
570;1700
564;1701
578;1702
569;1703
565;1704
391;1705
487;1706
600;1707
566;1708
592;1709
734;1710
633;1711
617;1712
655;1713
735;1714
607;1715
675;1716
730;1717
645;1718
669;1719
703;1720
733;1721
656;1722
699;1723
653;1724
727;1725
711;1726
674;1727
714;1728
722;1729
744;1730
792;1731
581;1732
599;1733
628;1734
608;1735
641;1736
992;1737
665;1738
709;1739
857;1740
864;1741
938;1742
954;1743
1019;1744
979;1745
696;1746
786;1747
780;1748
754;1749
712;1750
745;1751
848;1752
797;1753
746;1754
732;1755
572;1756
678;1757
690;1758
713;1759
707;1760
761;1761
834;1762
914;1763
901;1764
785;1765
790;1766
794;1767
1244;1768
796;1769
782;1770
871;1771
824;1772
841;1773
852;1774
715;1775
765;1776
603;1777
749;1778
598;1779
587;1780
593;1781
610;1782
609;1783
616;1784
611;1785
612;1786
1048;1787
618;1788
639;1789
649;1790
642;1791
614;1792
629;1793
904;1794
717;1795
721;1796
743;1797
701;1798
621;1799
