Id; intervalset
991;2100
1038;2101
1020;2102
1186;2103
1323;2104
1063;2105
966;2106
987;2107
974;2108
1028;2109
956;2110
1005;2111
1013;2112
1128;2113
995;2114
1002;2115
1025;2116
1006;2117
1009;2118
1058;2119
1026;2120
1196;2121
1055;2122
1136;2123
1116;2124
1171;2125
1189;2126
1184;2127
1077;2128
1212;2129
1223;2130
1135;2131
1275;2132
1082;2133
1097;2134
1114;2135
1133;2136
1141;2137
1121;2138
1122;2139
999;2140
1008;2141
1039;2142
1041;2143
1065;2144
1033;2145
1042;2146
1018;2147
1016;2148
1014;2149
969;2150
1021;2151
1037;2152
1040;2153
1104;2154
1043;2155
1045;2156
1080;2157
1049;2158
1056;2159
1070;2160
1188;2161
1325;2162
1194;2163
1300;2164
1233;2165
1241;2166
1210;2167
1234;2168
1144;2169
1081;2170
1147;2171
1191;2172
1166;2173
1176;2174
1168;2175
1200;2176
1213;2177
1201;2178
1205;2179
1326;2180
1293;2181
1249;2182
1214;2183
1217;2184
1227;2185
1236;2186
1360;2187
1047;2188
1142;2189
1112;2190
1003;2191
984;2192
1057;2193
1160;2194
1066;2195
1075;2196
1084;2197
1090;2198
1091;2199
