Id; intervalset
2645;2800
2684;2801
2697;2802
2698;2803
2761;2804
2704;2805
2722;2806
2771;2807
2712;2808
2750;2809
2738;2810
2745;2811
2756;2812
2778;2813
2808;2814
2720;2815
2815;2816
2935;2817
2757;2818
2809;2819
2843;2820
2760;2821
2817;2822
2828;2823
2803;2824
2801;2825
2611;2826
2622;2827
2188;2828
2690;2829
2875;2830
2675;2831
2696;2832
2649;2833
2835;2834
2651;2835
2660;2836
2723;2837
2759;2838
357;2839
2647;2840
2673;2841
2118;2842
2643;2843
2639;2844
2652;2845
2701;2846
2736;2847
2683;2848
2775;2849
2740;2850
2820;2851
2656;2852
2668;2853
2685;2854
2689;2855
2105;2856
2106;2857
2707;2858
2706;2859
2732;2860
2695;2861
2242;2862
2718;2863
2747;2864
2764;2865
2729;2866
2748;2867
2735;2868
2107;2869
2802;2870
2878;2871
2119;2872
2791;2873
2767;2874
2768;2875
2108;2876
2844;2877
2733;2878
2686;2879
2739;2880
2746;2881
2793;2882
2831;2883
2837;2884
2889;2885
2922;2886
2770;2887
2856;2888
2072;2889
2681;2890
2687;2891
2758;2892
2719;2893
2680;2894
2703;2895
2700;2896
2123;2897
2182;2898
2071;2899
