Id; intervalset
2431;2400
2440;2401
2456;2402
2452;2403
2451;2404
2448;2405
2466;2406
2443;2407
2464;2408
2457;2409
2465;2410
2467;2411
2468;2412
2469;2413
2470;2414
2471;2415
2416;2416
2244;2417
2373;2418
2096;2419
2348;2420
2303;2421
2243;2422
2285;2423
2267;2424
2293;2425
2305;2426
2381;2427
2338;2428
2330;2429
2383;2430
2370;2431
2353;2432
2420;2433
2313;2434
2395;2435
2394;2436
2311;2437
2098;2438
2504;2439
2296;2440
2366;2441
2297;2442
2423;2443
2352;2444
2386;2445
2256;2446
2315;2447
2321;2448
2335;2449
2349;2450
2340;2451
2347;2452
2389;2453
2409;2454
2350;2455
2365;2456
2325;2457
2324;2458
2472;2459
2505;2460
2475;2461
2476;2462
2474;2463
2478;2464
2479;2465
2486;2466
2587;2467
2483;2468
2484;2469
2487;2470
2498;2471
2500;2472
2488;2473
2490;2474
2501;2475
2530;2476
2510;2477
2502;2478
1243;2479
2094;2480
2268;2481
2174;2482
2186;2483
2506;2484
2534;2485
2548;2486
2558;2487
2572;2488
2371;2489
2176;2490
2233;2491
2062;2492
2064;2493
1272;2494
1283;2495
1287;2496
1322;2497
1365;2498
1380;2499
