Id; intervalset
3329;3500
3396;3501
3405;3502
3453;3503
1457;3504
3211;3505
3233;3506
3240;3507
3258;3508
3285;3509
3289;3510
3291;3511
3267;3512
3297;3513
3344;3514
3425;3515
3298;3516
3306;3517
3333;3518
3266;3519
3321;3520
3363;3521
3366;3522
3387;3523
3288;3524
3327;3525
3448;3526
3463;3527
3409;3528
3479;3529
3450;3530
3357;3531
3416;3532
3422;3533
3460;3534
3470;3535
3430;3536
3379;3537
1458;3538
2212;3539
3217;3540
1461;3541
3223;3542
2148;3543
1459;3544
3235;3545
3237;3546
3236;3547
3238;3548
3239;3549
3241;3550
3242;3551
3275;3552
2149;3553
1460;3554
2941;3555
3249;3556
3210;3557
3230;3558
2940;3559
3330;3560
3259;3561
3301;3562
3307;3563
2150;3564
2151;3565
2152;3566
1462;3567
2156;3568
2153;3569
2215;3570
2216;3571
2217;3572
2154;3573
2155;3574
2218;3575
2157;3576
1466;3577
3279;3578
2219;3579
3286;3580
2221;3581
3247;3582
2158;3583
1467;3584
2161;3585
2160;3586
3287;3587
3308;3588
3325;3589
2159;3590
3339;3591
2222;3592
3361;3593
1469;3594
1483;3595
3250;3596
3277;3597
3309;3598
3252;3599
