Id; intervalset
3549;1100
3566;1101
3693;1102
3516;1103
3632;1104
3657;1105
3589;1106
3745;1107
2081;1108
3950;1109
3486;1110
3701;1111
3514;1112
3524;1113
3498;1114
3619;1115
3544;1116
3551;1117
3547;1118
3659;1119
3741;1120
3767;1121
3768;1122
3804;1123
3821;1124
3802;1125
3637;1126
3538;1127
3512;1128
3558;1129
3485;1130
3582;1131
3825;1132
3612;1133
3575;1134
3600;1135
3577;1136
3625;1137
3573;1138
3930;1139
3636;1140
3746;1141
3787;1142
3585;1143
3652;1144
3617;1145
3702;1146
3947;1147
3820;1148
3599;1149
3687;1150
3913;1151
3874;1152
3902;1153
3967;1154
3763;1155
3705;1156
3828;1157
3955;1158
3826;1159
2077;1160
3630;1161
3641;1162
3698;1163
3484;1164
3552;1165
3645;1166
3720;1167
3664;1168
3673;1169
3737;1170
3483;1171
3560;1172
3492;1173
3513;1174
3517;1175
3527;1176
3529;1177
3564;1178
3526;1179
3601;1180
3643;1181
3677;1182
3690;1183
3700;1184
3623;1185
3672;1186
3660;1187
3658;1188
3674;1189
3631;1190
3651;1191
3559;1192
3627;1193
2051;1194
2045;1195
3563;1196
3621;1197
3588;1198
3670;1199
