Id; intervalset
1733;1600
378;1601
454;1602
548;1603
540;1604
485;1605
554;1606
492;1607
525;1608
526;1609
549;1610
555;1611
503;1612
673;1613
814;1614
545;1615
510;1616
619;1617
928;1618
514;1619
382;1620
493;1621
480;1622
475;1623
495;1624
440;1625
457;1626
470;1627
455;1628
500;1629
506;1630
504;1631
518;1632
501;1633
388;1634
443;1635
552;1636
461;1637
467;1638
474;1639
505;1640
530;1641
507;1642
522;1643
1720;1644
1718;1645
1810;1646
1721;1647
379;1648
546;1649
553;1650
586;1651
568;1652
590;1653
601;1654
634;1655
676;1656
606;1657
615;1658
644;1659
567;1660
585;1661
588;1662
652;1663
594;1664
401;1665
416;1666
462;1667
448;1668
550;1669
688;1670
812;1671
739;1672
580;1673
640;1674
781;1675
434;1676
511;1677
381;1678
497;1679
527;1680
523;1681
558;1682
538;1683
556;1684
1245;1685
638;1686
595;1687
625;1688
422;1689
498;1690
561;1691
596;1692
562;1693
560;1694
657;1695
783;1696
873;1697
972;1698
602;1699
