Id; intervalset
1773;800
1774;801
1771;802
1683;803
1647;804
1638;805
1643;806
1646;807
367;808
439;809
399;810
579;811
400;812
1644;813
1645;814
1648;815
1651;816
1656;817
1658;818
1657;819
1660;820
1681;821
1676;822
1670;823
1653;824
1661;825
1662;826
1663;827
1665;828
1668;829
1679;830
1690;831
1693;832
1694;833
1686;834
1664;835
1688;836
1711;837
368;838
1669;839
1672;840
1682;841
1673;842
1674;843
1695;844
1691;845
1685;846
1684;847
1675;848
369;849
392;850
411;851
413;852
432;853
477;854
520;855
446;856
458;857
452;858
468;859
484;860
469;861
438;862
453;863
489;864
490;865
433;866
464;867
466;868
533;869
481;870
1137;871
760;872
931;873
725;874
483;875
515;876
832;877
706;878
479;879
512;880
534;881
542;882
535;883
370;884
1692;885
1689;886
1699;887
1706;888
1704;889
1702;890
1732;891
1731;892
371;893
622;894
630;895
660;896
737;897
793;898
811;899
